ProductID,DES_Producto,CategoryName,SubcategoryName,Size,Weight
885,"HL Touring Frame - Yellow, 60",Components,Touring Frames,60 CM,"3,08 LB"
886,"LL Touring Frame - Yellow, 62",Components,Touring Frames,62 CM,"3,2 LB"
887,"HL Touring Frame - Yellow, 46",Components,Touring Frames,46 CM,"2,96 LB"
888,"HL Touring Frame - Yellow, 50",Components,Touring Frames,50 CM,3 LB
889,"HL Touring Frame - Yellow, 54",Components,Touring Frames,54 CM,"3,04 LB"
890,"HL Touring Frame - Blue, 46",Components,Touring Frames,46 CM,"2,96 LB"
891,"HL Touring Frame - Blue, 50",Components,Touring Frames,50 CM,3 LB
892,"HL Touring Frame - Blue, 54",Components,Touring Frames,54 CM,"3,04 LB"
893,"HL Touring Frame - Blue, 60",Components,Touring Frames,60 CM,"3,08 LB"
894,Rear Derailleur,Components,Derailleurs,,215 G
895,"LL Touring Frame - Blue, 50",Components,Touring Frames,50 CM,"3,1 LB"
896,"LL Touring Frame - Blue, 54",Components,Touring Frames,54 CM,"3,14 LB"
897,"LL Touring Frame - Blue, 58",Components,Touring Frames,58 CM,"3,16 LB"
898,"LL Touring Frame - Blue, 62",Components,Touring Frames,62 CM,"3,2 LB"
899,"LL Touring Frame - Yellow, 44",Components,Touring Frames,44 CM,"3,02 LB"
900,"LL Touring Frame - Yellow, 50",Components,Touring Frames,50 CM,"3,1 LB"
901,"LL Touring Frame - Yellow, 54",Components,Touring Frames,54 CM,"3,14 LB"
902,"LL Touring Frame - Yellow, 58",Components,Touring Frames,58 CM,"3,16 LB"
903,"LL Touring Frame - Blue, 44",Components,Touring Frames,44 CM,"3,02 LB"
904,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,40 CM,"2,77 LB"
905,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,42 CM,"2,81 LB"
906,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,46 CM,"2,85 LB"
907,Rear Brakes,Components,Brakes,,317 G
917,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,42 CM,"2,92 LB"
918,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,44 CM,"2,96 LB"
919,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,48 CM,3 LB
920,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,52 CM,"3,04 LB"
924,"LL Mountain Frame - Black, 42",Components,Mountain Frames,42 CM,"2,92 LB"
925,"LL Mountain Frame - Black, 44",Components,Mountain Frames,44 CM,"2,96 LB"
926,"LL Mountain Frame - Black, 48",Components,Mountain Frames,48 CM,3 LB
927,"LL Mountain Frame - Black, 52",Components,Mountain Frames,52 CM,"3,04 LB"
935,LL Mountain Pedal,Components,Pedals,,218 G
936,ML Mountain Pedal,Components,Pedals,,215 G
937,HL Mountain Pedal,Components,Pedals,,185 G
938,LL Road Pedal,Components,Pedals,,189 G
939,ML Road Pedal,Components,Pedals,,168 G
940,HL Road Pedal,Components,Pedals,,149 G
942,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,38 CM,"2,73 LB"
943,"LL Mountain Frame - Black, 40",Components,Mountain Frames,40 CM,"2,88 LB"
944,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,40 CM,"2,88 LB"
945,Front Derailleur,Components,Derailleurs,,88 G
948,Front Brakes,Components,Brakes,,317 G
949,LL Crankset,Components,Cranksets,,600 G
950,ML Crankset,Components,Cranksets,,635 G
951,HL Crankset,Components,Cranksets,,575 G
994,LL Bottom Bracket,Components,Bottom Brackets,,223 G
995,ML Bottom Bracket,Components,Bottom Brackets,,168 G
996,HL Bottom Bracket,Components,Bottom Brackets,,170 G
